JobID|JobIDRaw|ElapsedRaw|Account|AllocCPUS|CPUTimeRAW|NNodes|AllocNodes|NCPUS|Partition|TotalCPU|User|ExitCode|State|Reservation|ReservationId|AllocTRES
408729|408729|5159|f202407904cpcaa3x|128|660352|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408730|408730|3152|f202407904cpcaa3x|128|403456|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408731|408731|4150|f202407904cpcaa3x|128|531200|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408732|408732|4640|f202407904cpcaa3x|128|593920|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408733|408733|3727|f202407904cpcaa3x|128|477056|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408734|408734|5150|f202407904cpcaa3x|128|659200|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408735|408735|4902|f202407904cpcaa3x|128|627456|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408736|408736|9753|f202407904cpcaa3x|128|1248384|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408737|408737|5401|f202407904cpcaa3x|128|691328|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408738|408738|4720|f202407904cpcaa3x|128|604160|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408739|408739|6837|f202407904cpcaa3x|128|875136|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408740|408740|8315|f202407904cpcaa3x|128|1064320|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408741|408741|5735|f202407904cpcaa3x|128|734080|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
408742|408742|4788|f202407904cpcaa3x|128|612864|1|1|128|normal-x86|00:00:00|ritaroque|0:0|COMPLETED|||billing=128,cpu=128,mem=242G,node=1
